ID,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
1662,Cash loans,M,N,Y,0,90000,675000,21906,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,With parents,0.016612,-13628,365243,-11525,-3756,,1,0,0,1,0,0,,2,2,2,SUNDAY,14,0,0,0,0,0,0,XNA,0.273106046,0.534165858,,0.0165,0.0253,0.9841,,,0,0.0345,0.125,,0.018,,0.0149,,0,0.0168,0.0262,0.9841,,,0,0.0345,0.125,,0.0185,,0.0156,,0,0.0167,0.0253,0.9841,,,0,0.0345,0.125,,0.0184,,0.0152,,0,,block of flats,0.0175,"Stone, brick",No,0,0,0,0,-2049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1663,Cash loans,F,N,N,0,135000,67500,5409,67500,Unaccompanied,Working,Higher education,Married,House / apartment,0.00496,-10698,-1472,-1449,-3375,,1,1,1,1,1,0,Core staff,2,2,2,FRIDAY,12,0,0,0,0,0,0,Trade: type 2,,0.588201784,,0.0876,0.0673,0.9851,0.8028,0.0243,0,0.0572,0.1667,0.2083,0.0399,0.0605,0.0585,0,0,0.063,0.0698,0.9856,0.8105,0.0245,0,0.0345,0.1667,0.2083,0.0409,0.0661,0.0609,0,0,0.0749,0.0673,0.9856,0.8054,0.0245,0,0.0345,0.1667,0.2083,0.0406,0.0616,0.0595,0,0,reg oper account,specific housing,0.036,"Stone, brick",No,2,0,2,0,-703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1664,Cash loans,F,N,N,1,225000,1350000,39604.5,1350000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-13599,-2287,-6162,-3124,,1,1,1,1,0,0,Medicine staff,3,3,3,SATURDAY,15,0,0,0,0,0,0,Other,,0.522690306,0.123735322,0.0619,0.0549,0.9846,0.7892,0.008,0,0.1379,0.1667,0.0417,0.0262,0.0504,0.0538,0,0,0.063,0.057,0.9846,0.7975,0.0081,0,0.1379,0.1667,0.0417,0.0268,0.0551,0.0561,0,0,0.0625,0.0549,0.9846,0.792,0.0081,0,0.1379,0.1667,0.0417,0.0266,0.0513,0.0548,0,0,reg oper account,block of flats,0.0467,Panel,No,0,0,0,0,-1193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1665,Cash loans,F,N,Y,0,157500,327024,23926.5,270000,Family,Working,Secondary / secondary special,Married,House / apartment,0.009657,-13304,-2685,-3160,-3187,,1,1,0,1,0,0,Cooking staff,2,2,2,MONDAY,9,0,0,0,0,0,0,School,0.634969147,0.719516182,0.441835823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1666,Cash loans,F,N,Y,0,126000,755190,36459,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005144,-8739,-1764,-8601,-1074,,1,1,0,1,0,0,High skill tech staff,2,2,2,SATURDAY,14,0,0,0,0,0,0,Business Entity Type 2,0.425723453,0.124278073,0.260855914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1667,Cash loans,F,N,N,0,67500,679500,26946,679500,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-11394,-4086,-4079,-4079,,1,1,1,1,0,0,Sales staff,2,2,2,WEDNESDAY,20,0,0,0,0,0,0,Self-employed,0.684161867,0.495869004,0.570916542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,Cash loans,M,Y,Y,1,202500,640080,29970,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018801,-14396,-2384,-1957,-4676,6,1,1,0,1,0,0,Drivers,3,2,2,TUESDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.154848336,0.542445144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1669,Cash loans,F,N,Y,1,112500,619254,29920.5,553500,"Spouse, partner",Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-9903,-2461,-917,-2558,,1,1,0,1,0,0,Laborers,3,2,2,MONDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.597763265,0.603717818,0.785052026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,-2280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1670,Cash loans,F,N,Y,1,81000,521280,28408.5,450000,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-10853,-1171,-2769,-3523,,1,1,1,1,1,0,High skill tech staff,3,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.624986283,0.406462726,0.441835823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1671,Cash loans,F,Y,Y,1,90000,207117,13378.5,171000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-15260,-5260,-2967,-4928,65,1,1,0,1,0,0,,3,2,2,MONDAY,14,0,0,0,0,0,0,Government,0.34520551,0.493463849,0.622922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1672,Cash loans,F,N,N,0,153000,450000,21888,450000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-14559,365243,-1557,-5174,,1,0,0,1,1,0,,2,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.631915457,0.324891229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1673,Cash loans,M,N,N,0,225000,787131,26145,679500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-22084,-2024,-13957,-4613,,1,1,0,1,1,0,Drivers,2,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.742405292,0.244516392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1674,Cash loans,M,Y,Y,0,180000,500490,59526,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-16587,-1050,-1277,-142,26,1,1,0,1,1,0,,2,2,2,FRIDAY,11,0,0,0,0,0,0,Agriculture,0.623165493,0.406536586,0.230158897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1675,Cash loans,F,N,Y,0,202500,755190,36459,675000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005084,-18255,-2028,-6184,-1800,,1,1,0,1,0,0,Cooking staff,2,2,2,SATURDAY,15,0,0,0,0,1,1,Business Entity Type 3,,0.588800189,0.537069958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1676,Cash loans,F,N,Y,1,90000,239850,25578,225000,Family,Working,Secondary / secondary special,Separated,House / apartment,0.005002,-15585,-782,-2076,-4134,,1,1,1,1,1,1,Sales staff,2,3,3,FRIDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.195763171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1677,Cash loans,F,N,Y,0,360000,701730,66627,675000,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.025164,-22625,365243,-8221,-4447,,1,0,0,1,1,0,,1,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.787400856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,Revolving loans,F,Y,N,0,297000,765000,38250,765000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.010032,-14099,-4402,-2543,-2768,2,1,1,0,1,1,0,Security staff,2,2,2,FRIDAY,4,0,0,0,1,1,0,Security Ministries,0.451019353,0.497437932,0.45432106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1679,Cash loans,F,N,Y,0,166500,595453.5,30532.5,445500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005313,-13420,-815,-5529,-5723,,1,1,0,1,0,0,Cooking staff,2,2,2,MONDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.630530884,0.143758053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1680,Cash loans,M,Y,Y,1,157500,1096020,52857,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010032,-17473,-6511,-3229,-1020,13,1,1,0,1,1,0,Laborers,3,2,2,WEDNESDAY,7,0,0,0,0,1,1,Telecom,,0.610919633,0.377404249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1681,Cash loans,F,N,Y,0,56700,545040,19705.5,450000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019689,-20898,365243,-7833,-4420,,1,0,0,1,0,0,,2,2,2,FRIDAY,13,0,0,0,0,0,0,XNA,,0.451634884,0.586740009,0.0928,0.0997,0.9891,0.8504,0.0156,0,0.2069,0.1667,0.2083,0.0416,0.0748,0.0807,0.0039,0.0031,0.0945,0.1035,0.9891,0.8563,0.0157,0,0.2069,0.1667,0.2083,0.0426,0.0817,0.0841,0.0039,0.0033,0.0937,0.0997,0.9891,0.8524,0.0157,0,0.2069,0.1667,0.2083,0.0424,0.0761,0.0822,0.0039,0.0032,reg oper account,block of flats,0.0857,"Stone, brick",No,0,0,0,0,-1486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1682,Cash loans,F,Y,N,0,157500,900000,29034,900000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-13734,-5400,-3343,-4329,11,1,1,1,1,1,0,,2,2,2,THURSDAY,14,0,0,0,0,0,0,Government,,0.707334595,,0.2268,0.1475,0.9955,0.932,,0.2,0.1724,0.375,0.4167,,0.1832,0.2339,0.0077,0.0093,0.2311,0.1531,0.9955,0.9347,,0.2014,0.1724,0.375,0.4167,,0.2002,0.2437,0.0078,0.0099,0.229,0.1475,0.9955,0.9329,,0.2,0.1724,0.375,0.4167,,0.1864,0.2381,0.0078,0.0095,org spec account,block of flats,0.2628,Panel,No,0,0,0,0,-1385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,Cash loans,F,Y,Y,1,67500,134316,13284,126000,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00702,-14698,-1522,-6064,-708,22,1,1,1,1,1,0,Sales staff,3,2,2,FRIDAY,11,0,0,0,0,1,1,Self-employed,,0.35653412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1684,Cash loans,M,Y,Y,0,225000,79632,5319,63000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-10790,-1396,-3654,-2077,11,1,1,0,1,0,0,Drivers,2,2,2,TUESDAY,9,0,0,0,1,1,0,Other,,0.499744939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1685,Cash loans,F,N,Y,1,90000,213156,10494,139500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.008068,-15127,-649,-4433,-4984,,1,1,0,1,0,0,Sales staff,2,3,3,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.038250913,0.504681319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1686,Cash loans,M,N,Y,0,202500,622413,31909.5,495000,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.0228,-20733,365243,-6054,-3906,,1,0,0,1,1,0,,1,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,,0.795886999,,0.1763,0.1165,0.9856,,,0.04,0.0345,0.3333,,0.0237,,0.083,,0.0035,0.1796,0.1209,0.9856,,,0.0403,0.0345,0.3333,,0.0243,,0.0865,,0.0037,0.178,0.1165,0.9856,,,0.04,0.0345,0.3333,,0.0241,,0.0845,,0.0036,,block of flats,0.0872,"Stone, brick",No,0,0,0,0,-499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1687,Cash loans,M,N,N,1,180000,629325,30406.5,562500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018029,-15196,-1285,-4634,-4640,,1,1,0,1,0,0,Laborers,3,3,3,THURSDAY,9,0,0,0,0,1,1,Industry: type 7,,0.229242457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1688,Cash loans,F,N,Y,1,103500,544491,17563.5,454500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.022625,-14470,-5147,-7343,-1876,,1,1,1,1,0,0,Medicine staff,3,2,2,THURSDAY,14,0,0,0,0,1,1,Medicine,0.38881881,0.583952611,0.465069215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,Revolving loans,M,Y,Y,0,450000,900000,45000,900000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,-18177,-5691,-2631,-1721,3,1,1,0,1,0,0,,2,2,2,MONDAY,14,0,0,0,0,1,1,Other,,0.659057393,0.729566691,0.0979,0.0805,0.996,0.9456,0.0104,0.08,0.0345,0.5417,0.5833,0.0263,0.079,0.0805,0.0039,0.0043,0.0998,0.0836,0.996,0.9477,0.0105,0.0806,0.0345,0.5417,0.5833,0.0269,0.0863,0.0839,0.0039,0.0046,0.0989,0.0805,0.996,0.9463,0.0104,0.08,0.0345,0.5417,0.5833,0.0267,0.0804,0.082,0.0039,0.0044,org spec account,block of flats,0.0971,"Stone, brick",No,0,0,0,0,-545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,Cash loans,F,N,Y,0,180000,364896,22180.5,315000,Family,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.008625,-18231,-3890,-5790,-1777,,1,1,0,1,0,0,Sales staff,1,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.135858674,0.595456203,,,0.9826,,,,0.0345,0.1667,,0.0448,,0.0702,,0,,,0.9826,,,,0.0345,0.1667,,0.0458,,0.0731,,0,,,0.9826,,,,0.0345,0.1667,,0.0455,,0.0714,,0,,,0.0711,"Stone, brick",No,0,0,0,0,-344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1691,Cash loans,M,N,Y,2,112500,640080,31261.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-13683,-1134,-221,-3386,,1,1,0,1,0,0,Laborers,4,2,2,MONDAY,16,0,0,0,0,1,1,Agriculture,,0.328934776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,-40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1692,Cash loans,F,N,Y,0,157500,975771,28660.5,814500,Unaccompanied,State servant,Higher education,Separated,House / apartment,0.006852,-19871,-929,-8235,-2074,,1,1,0,1,0,0,High skill tech staff,1,3,3,FRIDAY,14,0,0,0,0,0,0,Other,0.696716819,0.08631498,0.54065445,0.1546,0.0863,0.9886,0.8436,0.0339,0.12,0.1034,0.3333,0.0417,0.0803,0.0017,0.1194,0.5714,0.0105,0.1576,0.0896,0.9886,0.8497,0.0342,0.1208,0.1034,0.3333,0.0417,0.0821,0.0018,0.1244,0.5759,0.0111,0.1561,0.0863,0.9886,0.8457,0.0341,0.12,0.1034,0.3333,0.0417,0.0817,0.0017,0.1216,0.5745,0.0107,reg oper account,block of flats,0.0957,Panel,No,2,0,2,0,-816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1693,Cash loans,M,Y,N,0,180000,119893.5,12717,103500,Unaccompanied,Working,Higher education,Married,House / apartment,0.010643,-13919,-2240,-1801,-1913,3,1,1,0,1,0,0,Sales staff,2,2,2,SUNDAY,16,0,1,1,0,0,0,Business Entity Type 1,0.505542756,0.773817426,0.614414378,0.0619,0.0585,0.9776,0.694,0.0069,0,0.1034,0.1667,0.2083,0.0625,0.0504,0.051,0,0,0.063,0.0607,0.9777,0.706,0.0069,0,0.1034,0.1667,0.2083,0.0639,0.0551,0.0531,0,0,0.0625,0.0585,0.9776,0.6981,0.0069,0,0.1034,0.1667,0.2083,0.0636,0.0513,0.0519,0,0,reg oper account,block of flats,0.0439,Panel,No,4,0,4,0,-1289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1694,Revolving loans,F,N,Y,0,315000,1350000,67500,1350000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.006207,-9137,-1116,-6579,-1799,,1,1,1,1,0,0,Core staff,1,2,2,THURSDAY,13,1,1,0,1,1,0,Bank,,0.633891822,0.76102637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,Cash loans,F,N,Y,0,90000,755190,30078,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329,-15191,-1221,-7610,-714,,1,1,0,1,0,0,High skill tech staff,2,2,2,WEDNESDAY,16,0,0,0,0,0,0,Industry: type 5,,0.681233617,0.643025564,0.0149,0.0056,0.9652,0.524,0.0041,0,0.069,0.0833,0.0417,0.0299,0.0122,0.027,0,0.0149,0.0063,0.0051,0.9613,0.4904,0.001,0,0.0345,0.0417,0.0417,0.0182,0.0055,0.0074,0,0,0.0151,0.0056,0.9652,0.5304,0.0041,0,0.069,0.0833,0.0417,0.0304,0.0124,0.0275,0,0.0152,reg oper account,block of flats,0.0433,"Stone, brick",No,6,0,6,0,-2229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,Cash loans,M,Y,Y,0,180000,855882,36391.5,765000,Family,Working,Incomplete higher,Single / not married,House / apartment,0.006852,-10584,-1023,-5084,-3199,18,1,1,1,1,1,0,Drivers,1,3,3,THURSDAY,6,0,0,0,0,1,1,Self-employed,0.139704568,0.298954482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1697,Cash loans,M,N,Y,0,117000,1087366.5,31792.5,949500,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.022625,-16971,-7893,-170,-510,,1,1,1,1,1,0,Laborers,2,2,2,FRIDAY,16,0,0,0,0,0,0,Transport: type 4,,0.524517632,,0.1742,0.0744,0.9811,,,0.04,0.0345,0.1667,,0.0603,,0.0767,,0,0.1775,0.0772,0.9811,,,0.0403,0.0345,0.1667,,0.0617,,0.0799,,0,0.1759,0.0744,0.9811,,,0.04,0.0345,0.1667,,0.0614,,0.078,,0,,specific housing,0.0749,"Stone, brick",No,3,0,3,0,-2235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1698,Cash loans,M,N,N,0,207000,1023966,30069,733500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018634,-11580,-1288,-11521,-3579,,1,1,0,1,0,0,Drivers,1,2,2,FRIDAY,16,0,0,0,0,0,0,Trade: type 7,0.137732844,0.245349553,0.37571101,0.0247,0.0327,0.9712,0.6056,0.0044,0,0.069,0.125,0.1667,0.0151,0.0202,0.0298,0,0,0.0252,0.0339,0.9712,0.621,0.0044,0,0.069,0.125,0.1667,0.0154,0.022,0.031,0,0,0.025,0.0327,0.9712,0.6109,0.0044,0,0.069,0.125,0.1667,0.0153,0.0205,0.0303,0,0,reg oper account,block of flats,0.0234,"Stone, brick",No,5,0,5,0,-563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
1699,Cash loans,F,N,N,0,162000,1133748,33277.5,990000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.01885,-14919,-3535,-751,-1043,,1,1,0,1,0,0,,2,2,2,FRIDAY,17,0,0,0,0,0,0,Housing,,0.416646204,0.528092751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,-500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1700,Cash loans,F,N,Y,0,112500,135000,14305.5,135000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-20494,365243,-2895,-3470,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,,0.631884938,0.295582642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
